user,value
204,0.02617801047120419
1541,0.09090909090909091
1783,0.2553191489361702
568,0.014925373134328358
1428,0.015151515151515152
570,0.058823529411764705
450,0.022222222222222223
571,0.0625
1557,0.03523035230352303
1556,0.09497206703910614
332,0.04
1798,0.06206896551724138
574,0.016666666666666666
2766,0.07692307692307693
213,0.012658227848101266
1312,0.07692307692307693
576,0.05357142857142857
1674,0.043478260869565216
2883,0.06666666666666667
457,0.047619047619047616
578,0.052158273381294966
458,0.009950248756218905
459,0.011855670103092783
218,0.014450867052023121
339,0.011764705882352941
219,0.041666666666666664
2407,0.056338028169014086
1327,0.18421052631578946
583,0.03546099290780142
222,0.03389830508474576
223,0.07407407407407407
2412,0.18292682926829268
345,0.09375
1201,0.08602150537634409
104,0.023529411764705882
226,0.034482758620689655
347,0.03488372093023256
900,0.06060606060606061
